pair_id,design1_id,design2_id,design1_name,design2_name,design1_image_url,design2_image_url,image_similarity,text_similarity,total_similarity,label
428,3020000019784-09-01,3020000020788-09-01,식품포장용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f63a2eefd11079d0981ed2fff931e701fbc7d790be4e303217c399208010fb48,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bea0399dd2b7a3e5217ce7d5ae936bbd90eef2e869c5b113652b4f74a9b2532a,0.9219417572021484,0.8639618158340454,0.9045478105545044,0
429,3020000008383-09-01,3020000014636-09-01,화장품 용기,포장용 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b06226a1b53136408c5412bc4c3b3d3f2d2ede433e4f304a90a16be369570b35f1,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0606f4df1f99f40812b87e9c8a19dc7be1036d90f246e56e97be30042c9f08dd8,0.7932360172271729,0.8008431196212769,0.795518159866333,0
430,3020000008854-09-01,3020000028258-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b06226a1b53136408c77446a31574122b0743535ab5bada7b3e5155b1317a0f52e,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0227542a1f24a736184b9181791c18e4f60f4f9fe508209ca53dcc78966fd65dc,0.846235454082489,0.9136024117469788,0.8664455413818359,0
431,3020000027377-09-01,3020000005898-09-01,향 수 병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99c825062ac0a4e0cbbf37c817a70113aa452182ddbf5c722fc,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b08fe3e6d10b56cc3d9f98bc4caf4fb052f4fcc92f245ce335145cbdb87f08e860,0.7401798367500305,0.7292414307594299,0.7368983030319214,0
432,3020000006173-09-01,3020000015281-09-01,음료수 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0187836737e94fb39845672cd5824903a402d9dab6f5279e626c15b53aa332182,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b75d136b4df6d33bb5ee7af5f7920fa4cd6ebdeae4e057fc48,0.8371291160583496,0.8678196668624878,0.8463362455368042,0
433,3020000033000-09-01,3020000004297-09-01,술병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f32787804da8b7ad0a83331d496f7b1207a70e4bb04e6589b59ecb64600058dc,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b03069a7817908f14f5c65ec4818929027916d00649800f560e4855a4e483d6958,0.8475072383880615,0.6879658699035645,0.7996448278427124,0
434,3020000015228-09-01,3020000030710-09-01,포장용 용기,향수 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b736b25ce876b15baee6fa5b98ab5666b61d2cfcac39858b37,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0b9420cad9c5990e04e6a47733b7591c4ce6c1908f6b3f36c49ea831e039ee9f5,0.8580204248428345,0.8318305015563965,0.850163459777832,0
435,3020000022161-09-01,3020000025530-09-01,화장품용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca6619e7d183ad07870d0e1f720ac109996a3f1ef1fd460e321c,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07a28099d0ef98e178c9f3750ac8a36e095e833a158b4e51af8db68c101518edf,0.6363675594329834,0.964686393737793,0.7348632216453552,0
436,3020000033178-09-01,3020000028259-09-01,샴푸용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f32787804da8b7ad260e51bd8f6e3480046220d68d97e79a04477c6aad275a3f,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0227542a1f24a736184b9181791c18e4f8115a673a00f082d13fdf8fee1d1973d,0.9126538038253784,0.7570372819900513,0.8659688234329224,0
437,3020000015388-09-01,3020000022336-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b78250fd8339f4eec1965fe05fc5d6d3d0bba17f865e500f09,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca6656c086b0f1da3515796931e901e901fdf69f7bed63fa0cb3,0.6856393218040466,0.6946409344673157,0.6883398294448853,0
438,3020000017455-09-01,3020000024538-09-01,화장품 용기,세제용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0d8ee6709638b6fa1605fd1147d87744e95705c59a14473abf1cd2858e14c6605,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73bad765829c40530d0cdae46fabefe56404f60b422aa627258,0.7965744733810425,0.8043011426925659,0.7988924384117126,0
439,3020000030702-09-01,3020000017424-09-01,음료수 병,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0b9420cad9c5990e0b9dddcdc7170a0769ff13faeaeaa94407b0d1b8de36d348d,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0d8ee6709638b6fa14d030d93d9fd28c422622fd25edaa01a0be192c8d1f87315,0.8013607859611511,0.8377670049667358,0.8122826814651489,0
440,3020000031698-09-01,3020000001717-09-01,화장품용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2fe66ea06c9f515a9995802f2cd000e193221583cf47adfd4,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0b700f0235c7824b0816073cd945e8ed688343ee5b4af28a7a03a6092d34a36f8,0.8086908459663391,0.9127826690673828,0.8399184346199036,0
441,3020000001189-09-01,3020000031087-09-01,화장품용기,포장용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0b700f0235c7824b019cbf7f16fb2c2fce15609f9a233e43cdcf069766650f33a,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2a6e995ef25b4de53b033069178f770580fe42c9aba8be0f3,0.8705040812492371,0.8332370519638062,0.8593239784240723,0
442,3020000015284-09-01,3020000006436-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b75d136b4df6d33bb5919118e79bdfe43b794b26faa5971dfd,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0187836737e94fb39d6735824be9a53a73fc77ea3035de78fb942f448f35a6382,0.7783205509185791,0.8505473136901855,0.7999885678291321,0
443,3020000020571-09-01,3020000019758-09-01,화장품 용기,화장품 포장용 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bea0399dd2b7a3e5b435903018a1a9f5132e0826c9f45c0be353c320d168da0d,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f63a2eefd11079d006f4cd70f75e4ac6265a23764f163fea4a49f6a211c45aa3,0.9073432683944702,0.9325185418128967,0.9148958921432495,0
444,3020000025530-09-01,3020000031468-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07a28099d0ef98e178c9f3750ac8a36e095e833a158b4e51a6a60993646329a4f,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2e6fd5d03a616b313ad947e8c7453a16ac61c926507480076,0.895783007144928,0.9554172158241272,0.9136732816696167,0
445,3020000031468-09-01,3020000018221-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2e6fd5d03a616b313ad947e8c7453a16a99480f5223dadcc2,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0deac54f8925f4c7d4987cce9cfe8722f2003dddbc81cfbea23940776de53ecf9,0.7899336814880371,0.8564857244491577,0.8098992705345154,0
446,3020000027874-09-01,3020000015226-09-01,포장용용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99c3417ef7c1899dbda805e0d76a677f7ef16813942d4db74a2,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b736b25ce876b15baea2cded5148e590e67f7856d3acca3f07,0.7600747346878052,0.9482362270355225,0.8165231943130493,0
447,3020000011907-09-01,3020000031167-09-01,포장용 용기,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b070abdd713d0b290a0b1bd5557f830a4975f4d67bdf33d12fcdf3e5d922f98530,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2bda1ae1f5599e317c61e99a88bb6420abc4d224cb97a021a,0.6501266956329346,0.790021538734436,0.692095160484314,0
448,3020000015229-09-01,3020000027734-09-01,포장용 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b736b25ce876b15bae0e8aaa9c2ad9adfba2fbee6560e1f0ef,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99c304237b1c4ccf2648bc1a773011b168e995f10973546d5f3,0.7372879981994629,0.9566774964332581,0.8031048774719238,0
449,3020000022024-09-01,3020000012072-09-01,포장용 병,샴푸용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca66d73e29b516cdfdccf54611c38e60fb2417cf1878ab68f1c6,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b08964a6c84ce8cbe101428d44c160746ec10ea66642096ecbdc11c7932a773aa6,0.6780231595039368,0.6413184404373169,0.6670117378234863,0
450,3020000030702-09-01,3020000027881-09-01,음료수 병,겔물질 분배용 포장용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0b9420cad9c5990e0b9dddcdc7170a0769ff13faeaeaa94404ca37487e091c725,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b01b6467bd697fe99cfe4409446e4a704c8be7ac65fc8f18ddb72fae72fe24dc5c,0.7332347631454468,0.7571246027946472,0.7404016852378845,0
451,3020000010705-09-01,3020000016041-09-01,화장품용기,포장용 통,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0ef3ea9b059e12421eb4ff90610f382b9e11a7aad05f556e000c13afd508eea5c,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0edd65ac4880d0f0c166bfa7c9e52a4a83b203a7f5192e6eba874fbec5d86818b,0.7477656006813049,0.7835001945495605,0.7584859728813171,0
452,3020000010705-09-01,3020000015282-09-01,화장품용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0ef3ea9b059e12421eb4ff90610f382b9e11a7aad05f556e0b7888530200074d1,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b75d136b4df6d33bb521e75c89274b2b2bec47f78420dd97a0,0.7066971063613892,0.9307882189750671,0.7739244699478149,0
453,3020000000778-09-01,3020000004095-09-01,포장용 용기,화장품용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0cc72ed919b3423003267d3a705c3e4d98f27ea2c522497ce8576d163bc7f1f6a,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b03069a7817908f14f4572c71c40a02c1b29a3e9914aba67c6ec6359c935c0d373,0.7721773982048035,0.7857556343078613,0.7762508988380432,0
454,3020000008855-09-01,3020000022802-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b06226a1b53136408c77446a31574122b0d4ee255adde4503b4f81426ee26e3a00,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca6644c75fa6ac71ce2ddfb25e1d5721ab156125110fe66b8538,0.7070751190185547,0.9168261885643005,0.7700004577636719,0
455,3020000017832-09-01,3020000024236-09-01,샴푸용 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0d8ee6709638b6fa1fddf850691b23642f5eb7e1e4cb47959482ef83691f206ea,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73bfe66f6f53797fb534a72a454f5be7fe92fa3c7bfb26d4a3a,0.7245382070541382,0.7827043533325195,0.7419880628585815,0
456,3020000003577-09-01,3020000031066-09-01,양념 포장용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b00b66daf06c8a8306f40401ae66692a3c7ebf1dbf6e14db6229bfd4c42dda4d91,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a24e563e71b55eadee73f56adf95bfe56258eb40b06eb25e27,0.7536665201187134,0.7744741439819336,0.7599087953567505,0
457,3020000014579-09-01,3020000004361-09-01,화장품 용기,식음료용 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0606f4df1f99f4081da884fb4a8264f853de525951de7fb99ea682f3cb2d89b4f,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b03069a7817908f14f862ab5db3dff0eb9326ff5b66dd75e8cdc92c0d7e34cd740,0.7001372575759888,0.7566893100738525,0.7171028852462769,0
458,3020000002082-09-01,3020000033636-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0680d52483fc7b07d3621f255e5f93b215d3d108e5dd08d7c97118f12e7a0059e,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0f32787804da8b7adcbf6ebf8d002420f4cdaa1d493e33f0b78fc2fe50f627359,0.7119032740592957,0.9007865786552429,0.7685682773590088,0
459,3020000024361-09-01,3020000015340-09-01,포장용 술병,포장용용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73b20b29c3eb5bdefd278e8b9024d4f016eff9bc642d39de5e4,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b775060f5fe4c5113b39bbb333b141abc1f3fced048cd75cc4,0.8145923614501953,0.8127992153167725,0.8140543699264526,0
460,3020000002988-09-01,3020000006435-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0680d52483fc7b07d6fe290517ec135e74f9e3dd1bc7c81cbaae8f6f17dd8c577,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0187836737e94fb39d6735824be9a53a7d1ed3c69c4b0e73d25897cf7d0c0b0bf,0.8046392798423767,0.8477872014045715,0.8175836801528931,0
461,3020000026844-09-01,3020000022036-09-01,화장품 용기,순간접착제용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b035c516d305aed14571243152256c21dad8a464247adf2be41c9a0e3c08ff5e86,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b02e6ec20e9488ca665918ec678ad60b7f45ee3a721ada425d8152fecf3bf738e5,0.8772232532501221,0.7387262582778931,0.8356741666793823,0
462,3020000006510-09-01,3020000023253-09-01,화장품 용기,식품용용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0187836737e94fb39ab7bc0f298779f6fafa27d2d80d6ae4d1d2b9a36b1ac246c,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b09b1f6789fb975124ddde99bf437cdce86a02344d328de245e3118ac5443f4ce8,0.8774625062942505,0.7879287004470825,0.8506023287773132,0
463,3020000023861-09-01,3020000032447-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b09b1f6789fb9751249d50c7f3b7f0515a7da19ff2e6aa311484e653aa7b421661,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b056fef538e42de114adfcf72cc6314c12724d86072dd1e0e136b555002ab65144,0.839352011680603,0.8589591979980469,0.8452341556549072,0
464,3020000018873-09-01,3020000024464-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0deac54f8925f4c7d01c27b3b9348c7970f10a5e9739eef09433ba27120e16fc7,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73be969790f4b87eaa52b93d5c5d55b60d3f5dfa3d21c135149,0.5781256556510925,0.8788211345672607,0.6683343052864075,0
465,3020000032580-09-01,3020000009397-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b056fef538e42de114c938f9d32b974d970569e2f0bc439dca54ea32753ad8eb62,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b073590199e4f1dc1639c043446a843f341fc2934575b22167758ccc8959781286,0.8373690843582153,0.8765183091163635,0.8491138219833374,0
466,3020000009318-09-01,3020000030343-09-01,화장품용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b073590199e4f1dc160d6f56a27c91bf2603769c37490c955f3d3a3550fd49a394,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0b9420cad9c5990e003a10973d6bdbbe30c9e2e3fef628cce073ab81ae273a20b,0.7708421945571899,0.8089519739151001,0.7822751402854919,0
467,3020000029206-09-01,3020000005940-09-01,음료용캔,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd2b6f51bfd28952d99654a7c38e8148a635b87769f7a9500a5,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b08fe3e6d10b56cc3d0c2a77a9be3fcd51aa99775730a8a2f548a79e150ad5b045,0.8496038913726807,0.6867413520812988,0.8007451295852661,0
468,3020000014023-09-01,3020000030701-09-01,포장용 병,음료수 병,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0606f4df1f99f40815878d165002789aa5526a362d86a8dbd98a5bafcf834c0bc,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0b9420cad9c5990e0b9dddcdc7170a076e2534647fede03ce628e3f7eae6bf573,0.9209491014480591,0.8198546767234802,0.890620768070221,0
469,3020000016952-09-01,3020000002024-09-01,화장품 용기,포장용용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0edd65ac4880d0f0c46faa16d4d6673f103f15ad5032df0942092b5749a56c770,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0680d52483fc7b07dce8cf928834fb57ddd96de37e6cf724f26f1a39fc9026f04,0.7772446870803833,0.848720908164978,0.7986875772476196,0
470,3020000028261-09-01,3020000024008-09-01,화장품 용기,포장용 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0227542a1f24a736122cfa453f48f4400fb8316e5f351d2cc335ad9983cfb7059,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73b151a4a7d8a9837b37ab1ca3487f1f06744a75bca493603c7,0.7552017569541931,0.8577677011489868,0.7859715223312378,0
471,3020000007536-09-01,3020000023374-09-01,포장용 술병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0fdcd45318d7ff23c0d045c2fa1109ccbbf7bb6109df7d5734fcef54608e275ef,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b09b1f6789fb97512449882dd38eee7b7064b74edfc76656647f71ba93cbba9be6,0.7813277840614319,0.8669318556785583,0.8070089817047119,0
472,3020000031165-09-01,3020000005311-09-01,화장품용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b089d7a621b89857a2bda1ae1f5599e3178632bd153853d7a3c09d67410d6c93ac,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b08fe3e6d10b56cc3d6a7058d9a96cab40de9720b4b9585ebbb99a1fd43293b880,0.7231962084770203,0.9193112850189209,0.7820307016372681,0
473,3020000011029-09-01,3020000016952-09-01,음료 포장용 병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b070abdd713d0b290ada1a9beb49be1f147b571f7e3467ed9b3d3206ba3839e06d,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0edd65ac4880d0f0c46faa16d4d6673f103f15ad5032df0942092b5749a56c770,0.7727286219596863,0.8213272094726562,0.7873081564903259,0
474,3020000015289-09-01,3020000017678-09-01,화장품 용기,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07ba686bc001e12b75d136b4df6d33bb584d7d79f71a4cb7c162dd4525d44a3df,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0d8ee6709638b6fa1301e6f2c98fb3cd7cb5c72a4760d6b42ca976bb2c832000f,0.8816649913787842,0.8624076843261719,0.8758878111839294,0
475,3020000012833-09-01,3020000025395-09-01,향수병,화장품 용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b08964a6c84ce8cbe136b914a53e58c31fb0792085df3a4301f852e577200ca86a,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b07a28099d0ef98e17b4fee342a5c9b755709bd2c213784ebf276a6e7faca318ad,0.8295702934265137,0.7593867778778076,0.8085152506828308,0
476,3020000029032-09-01,3020000021170-09-01,포장용기,음료캔,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b011f68ef22f394dd26e88aba601c1a5ffaffd7513bd7646c2c49b1d53e21f605b,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b006449c7f1c85a4a7bec89f1fb749c251216a46bc23ca63c35d282221f95f1612,0.7670431137084961,0.7559613585472107,0.7637185454368591,0
477,3020000024360-09-01,3020000020569-09-01,포장용 술병,액체용기,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b005b3db6b458aa73b20b29c3eb5bdefd21910298216c726c8c64423b8071e4b88,http://plus.kipris.or.kr/openapi/fileToss.jsp?arg=75a63eed5a438998f9dc3380f5cb642cd56dcb0e0f0995b0bea0399dd2b7a3e51bd7c881a493e52a791c7538a9639bdd4ec9046defd26537,0.7658815979957581,0.8243606090545654,0.7834253311157227,0
